mp_id,Formula,IPF,Density,E_above_Hull,G_VRH,K_VRH,Elastic_Anisotropy,poisson_ratio,Y_Modulus,PC 1,PC 2,PC 3
mp-8969,Mg2Ni3P,0.14343005,5.477005909,0.0,69.0,130.0,0.18,0.27,175.26,-1.308276246403937,2.406806356342302,2.199037408239531
mp-924129,ZrNiSn,0.115478361,7.623580577999999,0.0,73.0,152.0,0.01,0.29,188.34,-0.2611742451457036,-0.3757530948049067,-0.2778774244028524
mp-972406,YbSi2Ni,0.126365067,7.233186695,0.0,57.0,87.0,0.33,0.23,140.22,-1.7875552047499415,-0.24538604723038326,0.5056283421823752
mp-1018647,YbNiH3,0.168258436,9.326303556000001,0.0,56.0,91.0,0.01,0.25,140.0,-1.2885937516981818,1.462660028713403,1.8383887247139463
mp-10240,ScNiP,0.126125278,5.322018245,0.0,92.0,152.0,0.05,0.25,230.0,-0.5736575456370773,-0.23496891162025735,0.2480698101714449
mp-11285,Ca3(GaNi)4,0.161901043,5.201688401,0.0,35.0,77.0,0.0,0.3,91.0,-1.2491494783195742,3.252644749979179,3.4689876199324305
mp-13074,LuNiPb,0.19415185899999998,12.02143317,0.0,45.0,89.0,0.54,0.29,116.1,-0.4384237649416554,-0.004802929042064881,0.25114680886535706
mp-13094,YAl2Ni,0.125454953,4.672976145,0.0,57.0,91.0,0.45,0.24,141.36,-0.4826593874966911,0.037614001534030404,0.009596935358275698
mp-13535,Tb2ZnNi2,0.152412942,8.941626858,0.0,32.0,96.0,0.5,0.35,86.4,-1.2345155281496125,0.4140549068113977,0.365581527328469
mp-20708,In2Ni3S2,0.15321805900000002,6.731043906,0.0,33.0,72.0,0.51,0.3,85.8,-0.5887000996353021,-0.30779713162142763,-0.9335898946741732
mp-20956,Gd(SiNi)2,0.131613811,7.289806314,0.0,73.0,132.0,0.33,0.27,185.42,-1.652655441697466,0.02755203435308088,-0.3286787371654095
mp-27388,Ba(SiNi)2,0.186331635,5.1798477489999994,0.0,36.0,52.0,2.51,0.22,87.84,-0.29306858161584254,0.9030215015008857,-0.7568141466198031
mp-30452,DyNiBi,0.181326176,10.44418369,0.0,49.0,80.0,0.2,0.25,122.5,-0.7376242682892707,0.027029814630288928,-0.2216255693518673
mp-30805,SrNiSn3,0.146996846,6.6233703870000005,0.0,26.0,56.0,0.08,0.3,67.6,0.24364958283938978,0.38872073358077597,-0.42374024628041707
mp-32311,Re2NiO8,0.37681208299999996,4.875035907,0.0,14.0,15.0,4.73,0.15,32.2,1.4764873380819912,1.8121777524797575,-1.8158568566081896
mp-3398,Ho2Ni2Pb,0.18057549399999998,10.45481437,0.0,28.0,68.0,2.41,0.32,73.92,-1.5382017778027608,-0.3666830061484784,0.5978880169601355
mp-3679,NiSbS,0.132990064,6.755619632,0.0,51.0,96.0,0.14,0.27,129.54,-0.3743165216386153,-0.2774218885700797,-0.28858127898897384
mp-3944,ZrAlNi2,0.12769519699999998,6.7991405689999995,0.0,39.0,149.0,0.0,0.38,107.64,-0.5504716400108042,-0.2979705744302474,0.020772100981976675
mp-4064,Ca(NiP)2,0.15330000400000002,5.08015595,0.0,74.0,114.0,0.24,0.23,182.04,-0.9078691817245256,0.9527952289776268,1.5995623281911302
mp-4634,LaNi4B,0.175744543,8.118178597,0.0,64.0,133.0,0.07,0.29,165.12,-1.021853296152396,0.5680774019532465,0.874664040256638
mp-4720,Si2Ni6B,0.127575422,7.529756252,0.0,77.0,210.0,1.79,0.34,206.36,-1.9773037588350966,-0.07000051117308843,0.6972354273569693
mp-4881,Er(SiNi)2,0.125012278,7.614693634,0.0,72.0,129.0,0.2,0.27,182.88,-1.7350317473590384,-0.2224241677996033,0.23040508821329658
mp-5063,YAl3Ni2,0.125097772,4.984204045,0.0,68.0,113.0,0.07,0.25,170.0,-0.7353496417604659,0.03972462065992336,0.10354413780080908
mp-555321,BaNiF4,0.233515499,4.923117647,0.0,27.0,59.0,0.66,0.3,70.2,2.2444694937224074,-0.06420905009331368,0.46855054925682843
mp-568269,TmNiBi,0.178438172,10.92530211,0.0,51.0,84.0,0.1,0.25,127.5,-0.9159863892305955,-0.24812356381046458,-0.2637178660734553
mp-569697,Ce(NiP)2,0.136705248,7.204626915,0.0,67.0,115.0,1.49,0.25,167.5,-1.523660897714716,0.016644290116581546,1.2016295759552904
mp-569974,Nd(NiP)2,0.18170767,7.2314278960000005,0.0,82.0,128.0,0.38,0.24,203.36,-1.0971710441262463,0.007476270951133478,0.36806000982798903
mp-571420,Ba(NiP2)2,0.159066921,4.990560147,0.0,40.0,100.0,1.45,0.33,106.4,-0.41829361294414386,0.85342823219536,-0.21933113583684963
mp-574235,Yb(NiGe)2,0.154982363,8.931215123,0.0,36.0,91.0,0.42,0.33,95.76,-1.7285724502671247,-0.26186820744919886,0.4187403073430322
mp-637771,ZrInNi4,0.159583051,9.032171409,0.0,65.0,161.0,0.3,0.32,171.6,-0.8564882538258762,-0.3079338063632795,-0.1028608773122178
mp-7187,TiAlNi2,0.142427799,6.253223227,0.0,59.0,162.0,1.72,0.34,158.12,-0.38006624990658033,-0.1967678563962313,-0.052733653042980305
mp-865092,MgGaNi2,0.152931619,6.797844448999999,0.0,35.0,124.0,9.67,0.37,95.9,-0.7585729222066866,1.1094598711210977,0.9706957247976084
mp-865728,Ti2ReNi,0.14519036,9.791110986,0.0,79.0,192.0,0.11,0.32,208.56,-0.07713320391360581,-0.21244296452209266,-0.5598478286148946
mp-865878,Ti2TcNi,0.151356152,7.393032894,0.0,72.0,177.0,0.05,0.32,190.08,-0.03205459898984034,-0.4774026325460781,-0.6549490355974237
mp-867223,LiGa2Ni,0.161687487,6.532735636,0.0,26.0,87.0,45.93,0.36,70.72,-0.3403151666529746,0.10917889081814222,-0.025138796724199493
mp-8786,Zr2NiAs2,0.10608709300000001,7.3004737739999985,0.0,68.0,139.0,0.4,0.29,175.44,-0.23404913812647704,-0.6264067526290158,-0.38383337048964455
mp-983587,Ac2NiGe,0.184446739,8.801857855,0.0,14.0,55.0,2.4,0.38,38.64,-1.127624290450478,-0.7871613281956423,-0.4507692895584012
mp-1017554,CdNi3N,0.202682587,8.803847637,0.0,68.0,182.0,0.03,0.33,180.88,-0.2854774057179653,0.4879831436853415,0.2492158602267858
mp-10181,LiSiNi2,0.167324833,5.957779519,0.0,43.0,149.0,14.89,0.37,117.82,-0.7179637199513667,0.1427512263542957,0.25729239131761367
mp-1025552,LuGa2Ni,0.143455537,9.281117359,0.0,57.0,89.0,0.76,0.24,141.36,-0.6109923393759935,-0.3104137951643265,0.06642735230911505
mp-10797,CaSiNi2,0.151033277,4.535499724,0.0,39.0,83.0,1.51,0.3,101.4,-0.8452566660603746,0.9775918636303897,1.3308208227996536
mp-10846,NiAsSe,0.14353308,6.978499255,0.0,54.0,101.0,0.18,0.27,137.16,-0.06437458780852906,-0.4159105192188099,-0.06609708772058956
mp-11621,ZnNiSb,0.132143025,7.765793122000001,0.0,35.0,102.0,0.16,0.35,94.5,-0.45034549000552243,-0.27696220906496744,-0.05375745053979567
mp-11879,BaNiSn3,0.173258069,6.98600321,0.0,32.0,56.0,0.03,0.26,80.64,0.7194077970335648,0.7312891696456031,-1.5837681842370521
mp-12100,Lu(SiNi)2,0.122639532,7.961147779,0.0,68.0,122.0,0.21,0.26,171.36,-1.3519276954702193,-0.31118172537113753,0.4103196382706632
mp-12782,YbAl2Ni,0.133833192,6.607252982,0.0,43.0,58.0,1.02,0.2,103.2,-1.2141994051783007,-0.19927859668249268,0.39075080532618645
mp-13512,CaNiGe2,0.156743649,5.416259383,0.0,36.0,75.0,0.31,0.3,93.6,-0.797398011865877,0.8999751184787856,1.1255441399782595
mp-14336,Cs2Ni3Se4,0.288036853,5.019431054,0.0,4.0,15.0,-23.61,0.39,11.12,2.5029781731714777,-2.5375086072960196,2.202598569707859
mp-15779,Mg2SiNi3,0.13934627800000002,5.278673282,0.0,74.0,127.0,0.22,0.26,186.48,-1.4586133899697786,2.402034540797201,2.0953972045036604
mp-19138,BaNiO3,0.595475842,5.929744808,0.139646,24.0,85.0,15.41,0.37,65.76,1.3226671500305809,1.6821931161206818,-1.4940560786106245
mp-19149,NaNiO2,0.60897643,4.599449254,0.0,68.0,100.0,0.3,0.22,165.92,1.0905116038698541,0.477156214375779,-0.4260944569138167
mp-19167,Rb2NiO2,0.481765603,3.6863322739999997,0.0,12.0,25.0,0.53,0.3,31.2,2.602312468286853,-0.6936220544050863,1.3859483320740626
mp-19241,BaNiO3,0.595357742,5.928568768,0.0,24.0,83.0,14.49,0.37,65.76,1.3226671500305809,1.6821931161206818,-1.4940560786106245
mp-19252,K2NiO2,0.46169444299999995,2.7044891960000004,0.0,15.0,29.0,0.61,0.28,38.4,2.8671639426216204,-1.02620793883559,1.8664379685756305
mp-20007,MnNiGe,0.120816793,7.865308145,0.0,60.0,144.0,0.7,0.32,158.4,-0.4914817994271135,-0.30035154270478354,-0.1350467925801769
mp-20479,SrIn4Ni,0.173177654,6.897448923,0.0,27.0,47.0,0.3,0.26,68.04,0.011976903765137003,0.42356007095957565,-1.0074748562708942
mp-21415,Dy(NiGe)2,0.16482194,8.762782000000001,0.0,49.0,113.0,0.24,0.31,128.38,-1.3282577621438696,-0.22643809745829035,0.1695083243550184
mp-22426,ScSiNi,0.117200625,4.873667748,0.0,72.0,132.0,0.21,0.27,182.88,-0.7239946892029203,-0.23974072716535771,0.1444296064355734
mp-3053,DyAlNi,0.166586347,7.589343417,0.0,33.0,100.0,2.65,0.35,89.1,-0.7372758140450296,-0.15256194622256486,0.13749649284653123
mp-3264,Th(NiGe)2,0.146858864,9.654297248999999,0.0,37.0,126.0,1.35,0.37,101.38,-1.4731720276861673,-0.149113119280776,0.3679040042938177
mp-3716,TbNiSb,0.12461708,8.720657909,0.0,54.0,58.0,0.22,0.14,123.12,-0.7988352136556597,0.06081969035279196,0.12734941239630282
mp-4007,Nd(SiNi)2,0.170361619,6.695876706,0.0,70.0,121.0,0.25,0.26,176.4,-1.3978453312579298,-0.002067360139068186,0.160779602356249
mp-4174,HoNiSb,0.139032833,9.042786065,0.0,56.0,76.0,0.15,0.2,134.4,-0.972995337508361,-0.47375804984705194,0.19582259890675793
mp-4291,Ho(NiGe)2,0.14846808,8.825428296,0.0,50.0,123.0,0.26,0.32,132.0,-1.484125379469036,-0.48222029810235073,0.28242889340345784
mp-4466,Tb(SiNi)2,0.115237035,7.334386993,0.0,72.0,110.0,0.25,0.23,177.12,-1.5450293613529091,0.08223676191122077,0.39076861468323987
mp-4768,Eu(SiNi)2,0.150469231,6.820487608,0.0,55.0,104.0,0.42,0.27,139.7,-1.495951969623143,-0.13674557559815037,0.4069152957872123
mp-556417,Rb2NiF6,0.30758545600000003,3.594560547,0.0,9.0,14.0,0.43,0.23,22.14,4.579249962825419,-2.7099851014520957,3.892862554541526
mp-600124,MnNiSb,0.10162590699999999,7.589432123,0.0,46.0,109.0,0.16,0.32,121.44,-0.40218785864774576,-0.32777206050440105,-0.1586735701013669
mp-8307,CaNi4B,0.176970006,6.31928365,0.0,61.0,133.0,0.1,0.3,158.6,-0.9443563062584646,1.1333602935152247,1.5353977773622614
mp-8308,Ca3Ni7B2,0.19197247899999997,5.669552607000001,0.0,54.0,103.0,0.22,0.28,138.24,-1.6744018115512618,3.59113480203642,4.1732292862885885
mp-862367,Sc2NiRu,0.133596167,6.356180597000001,0.0,57.0,124.0,0.0,0.3,148.2,-0.5723568450863679,-0.36556021516014103,0.06107524713374331
mp-862424,Sc2TcNi,0.13985689099999998,6.2161655929999995,0.0,54.0,118.0,0.02,0.3,140.4,-0.4987183805183967,-0.49044660434661724,-0.19565030759471677
mp-864654,Zn2NiRh,0.17581756199999998,9.34195584,0.0,57.0,156.0,2.05,0.34,152.76,-0.3875967672214075,-0.2435564485719974,-0.16219568689734673
mp-866037,GaNiRh2,0.129968303,10.30421391,0.0,57.0,200.0,5.95,0.37,156.18,-0.46081358085372165,-0.2021424233653092,-0.2616710336599654
mp-924130,TiNiSn,0.129114091,7.230096923,0.0,68.0,122.0,0.01,0.27,172.72,-0.09076885504148023,-0.27455037677089034,-0.35138317842781014
mp-1024983,ErInNi4,0.171831719,9.933670764,0.0,56.0,147.0,0.25,0.33,148.96,-1.3910836585924553,-0.17499340871572588,-0.012127756428727344
mp-1025413,ThSi2Ni,0.117941733,8.192189855,0.0,77.0,139.0,0.26,0.27,195.58,-1.5321547821689836,-0.1326309590619599,0.4547920391331594
mp-10446,Sc6NiTe2,0.18986613100000002,4.940822777,0.0,30.0,73.0,1.8,0.32,79.2,-0.8577509053290336,-0.741603155801522,0.17440445724735287
mp-10847,NiSbSe,0.14736407199999998,7.51140022,0.0,47.0,90.0,0.14,0.28,120.32,-0.27154238539638825,-0.3980189686030047,-0.01717791752413607
mp-11533,ZrZnNi4,0.158045982,8.345601092999999,0.0,71.0,167.0,0.21,0.31,186.02,-0.8598104638774251,-0.2972118577731603,0.1549136401664242
mp-13436,PrMgNi4,0.158196488,7.275103142000001,0.0,47.0,126.0,0.16,0.33,125.02,-2.001504964372284,0.9157051360545422,1.4688672361472255
mp-13993,Ti3NiS6,0.15685253400000002,3.8664612000000003,0.0,46.0,72.0,0.48,0.23,113.16,0.3915349900347627,-0.49744711638004446,-2.176101920870762
mp-19384,Ni(AsO3)2,0.591617935,5.501470375,0.0,81.0,148.0,0.7,0.27,205.74,1.2674758699931217,1.095652874713291,-1.2092717736044933
mp-20338,CeAl3Ni2,0.128324884,5.752872865,0.0,72.0,121.0,0.08,0.25,180.0,-1.3275882882847752,0.04192156910525127,0.8834939611190017
mp-20697,ZrNiSb,0.124344506,8.30210439,0.0,54.0,135.0,0.29,0.32,142.56,-0.45424219489520984,-0.3767816370055859,-0.12374723495713014
mp-20949,MnSiNi,0.097539263,6.560971815,0.0,86.0,165.0,0.46,0.28,220.16,-0.6090138522954011,-0.2854118827979196,-0.04664033868505911
mp-22056,YIn2Ni,0.15903689199999999,7.452620133,0.0,41.0,79.0,0.87,0.28,104.96,-0.390367210111798,-0.03590110071168145,-0.5973685130336864
mp-23486,RbNiCl3,0.209312369,3.246404899,0.0,5.0,18.0,10.05,0.37,13.7,2.07437956135601,-1.3510364373160468,1.681726092841344
mp-28927,Ba(NiP2)2,0.160245812,5.027546623,0.425222857,-4.0,98.0,-9.24,0.52,-12.16,-0.41829361294414386,0.85342823219536,-0.21933113583684963
mp-2909,HoAlNi,0.1434322,7.740538637999999,0.0,30.0,73.0,5.0,0.32,79.2,-0.8931434313701967,-0.4083441468666257,0.2504170618949707
mp-2924,Ho(SiNi)2,0.12712581,7.569765205,0.0,72.0,144.0,0.19,0.29,185.76,-1.7191894852056102,-0.452340978288623,0.4592418011936958
mp-30457,LuNiBi,0.16073238199999998,11.205767300000002,0.0,50.0,78.0,0.09,0.23,123.0,-0.5262300958790475,-0.08759313309628622,-0.15762716322645803
mp-30657,TiGaNi2,0.153381692,7.652008774,0.0,40.0,166.0,7.98,0.39,111.2,-0.38431714727216676,-0.2127390367693152,-0.12227859112021346
mp-30750,CeAl4Ni,0.114471701,4.807902373,0.0,65.0,98.0,0.26,0.23,159.9,-1.2281158400410321,0.01723786904132039,0.7975914176597483
mp-3274,NiGePd,0.147503332,9.471640751,0.0,49.0,157.0,1.0,0.36,133.28,-0.48881235171905224,-0.32115118273273974,-0.14197509346967738
mp-3455,Er(NiP)2,0.134961933,8.293440482000001,0.0,85.0,139.0,0.31,0.25,212.5,-1.4343574602273554,-0.2128805367094015,0.43768549568503656
mp-3587,Sc(SiNi)2,0.10929185699999999,5.206027766,0.0,62.0,149.0,0.22,0.32,163.68,-1.263362843252514,-0.2606838333134099,0.2958155773062025
mp-3758,Eu(NiP)2,0.162120975,7.432515491,0.0,75.0,122.0,0.31,0.24,186.0,-1.195277682491461,-0.1272019445079488,0.6141957032589519
mp-4692,Dy(SiNi)2,0.144098171,7.46352315,0.0,74.0,121.0,0.21,0.25,185.0,-1.5633218678804437,-0.1965587776445624,0.34632123214525407
mp-505820,NiPS,0.12373270199999999,4.765128676000001,0.0,61.0,118.0,0.07,0.28,156.16,-0.4308053717204279,-0.2302898953184976,-0.07290784383679506
mp-5176,Y(SiNi)2,0.12460683199999999,5.761594106,0.0,70.0,136.0,0.22,0.28,179.2,-1.23209653832209,0.004903710581051766,0.21439934516535772
mp-568931,YbNiSb,0.145421271,9.053953926,0.0,33.0,69.0,1.4,0.29,85.14,-1.2174424083064497,-0.25340595919390024,0.33213401284633304
mp-7080,Li5(NiN)3,0.18358819399999998,3.27918267,0.0,47.0,79.0,5.04,0.25,117.5,-0.05696771831536668,3.2196718449831234,1.8590372336879089
mp-7559,YNi4B,0.158135955,7.449817761,0.0,75.0,156.0,0.05,0.29,193.5,-0.9679093757243449,0.19501240620885124,0.35751520180823015
mp-8310,Li(NiP)2,0.120642811,4.758449645,0.0,41.0,117.0,1.33,0.34,109.88,-0.7805762356155174,0.11795459170153262,0.5260338967090904
mp-8311,Si3NiP4,0.045779611,3.138289397,0.0,61.0,105.0,0.35,0.26,153.72,-2.201758701795704,-0.3842342206341135,0.8832890605641036
mp-862368,Sc2NiPt,0.141624413,8.341665457000001,0.0,46.0,125.0,0.09,0.34,123.28,-0.4929812677749412,-0.4268559987161044,0.032775684574248724
mp-864895,Be2NiRh,0.130729798,7.571426865,0.0,107.0,194.0,0.0,0.27,271.78,-0.36625888047892974,-0.26851210990888885,-0.17607700942591284
mp-865229,Be2NiIr,0.132631361,11.18965874,0.0,114.0,216.0,0.0,0.27,289.56,-0.42658545952555577,-0.3794067670704113,-0.12005015456011152
mp-867812,LiAlNi2,0.168325074,5.466499821,0.0,-33.0,120.0,-7.03,0.65,-108.9,-0.4312858201655458,0.16580495162824072,0.1998536228895197
mp-9391,TaNi2Te3,0.227966744,7.839498265,0.0,10.0,18.0,14.29,0.25,25.0,-0.5146711147807664,-0.5049115085814863,-0.04665347486758028
mp-1018139,HoNiBi,0.163815292,10.63319838,0.0,50.0,85.0,0.13,0.26,126.0,-0.8934918856144378,-0.22875238601377149,-0.10870500030342771
mp-1025263,Ti2NiS4,0.161799053,4.152401887,0.0,55.0,83.0,0.51,0.23,135.3,0.17432344119376772,-0.3859446184579519,-1.4379010938530168
mp-11351,CeAlNi,0.149162666,6.768834327,0.0,45.0,98.0,0.3,0.3,117.0,-0.9982891310109855,0.05109749044837732,0.7855244291848271
mp-11401,ScGa2Ni,0.131779211,6.425759648,0.0,60.0,107.0,0.64,0.26,151.2,-0.5224274871582875,-0.2599159031065992,-0.04807670865534609
mp-11444,YGa2Ni,0.144409498,6.824061095,0.0,49.0,93.0,0.77,0.28,125.44,-0.49116118222786354,0.005671640787862884,-0.12949294079618998
mp-12965,ErNi4B,0.15872261099999999,9.335612084,0.0,78.0,160.0,0.02,0.29,201.24,-1.4708445847612939,-0.032315472171803195,0.373520944856167
mp-19442,Mn(Ni3O4)2,0.528072827,5.988016226,0.0,85.0,160.0,0.0,0.28,217.6,0.7754149270342904,1.7462828281963487,-1.0568633737182143
mp-2906,Ho(NiP)2,0.136197239,8.183607817,0.0,86.0,124.0,0.29,0.22,209.84,-1.4185151980739268,-0.44279734719842145,0.666522208665435
mp-29733,MgNiBi,0.145491903,7.832719872,0.0,33.0,66.0,0.01,0.29,85.14,-0.5785891278315838,1.291625652752124,0.5911937277255472
mp-29752,NiGePt2,0.139873836,15.17888445,0.0,59.0,196.0,0.59,0.36,160.48,-0.5691847093137647,-0.5702089452337612,-0.1777663403428118
mp-30459,ScNiBi,0.151043809,8.481495533,0.0,53.0,89.0,0.02,0.25,132.5,-0.4376652436613419,-0.03709524103855894,-0.2721312241909197
mp-31182,ErAl2Ni,0.126747594,6.656078308,0.0,59.0,96.0,0.52,0.25,147.5,-0.9855945965336405,-0.1897138768466243,0.025602678406212262
mp-4025,TmNiSb,0.154041539,9.317107076000001,0.0,60.0,81.0,0.07,0.2,144.0,-0.9954898411245182,-0.49312922764374534,0.04080973313673047
mp-4536,ScNi2Sn,0.141900911,7.617876145,0.0,51.0,128.0,0.88,0.33,135.66,-0.5001820970595175,-0.26767520307624815,-0.031808941475562694
mp-4865,Er(NiGe)2,0.147365381,8.918250014,0.0,49.0,96.0,0.31,0.28,125.44,-1.4999676416224637,-0.252303487613331,0.05359218042306053
mp-4922,MnAlNi2,0.120471492,6.845276427999999,0.0,26.0,158.0,-25.58,0.42,73.84,-0.4984173037633401,-0.2489609979290625,-0.01415423416225991
mp-5109,Y(NiGe)2,0.14684523,7.185182169,0.0,51.0,106.0,0.7,0.29,131.58,-0.9970324325855151,-0.024975609232675697,0.03758643737512208
mp-5528,Ni3(SnS)2,0.133448609,6.788405455,0.0,27.0,25.0,2.25,0.11,59.94,-0.4545601897975122,-0.3630527509352102,-0.7440737511500827
mp-558838,NiPtF6,0.12455196800000001,5.9943560289999995,0.0,27.0,41.0,2.76,0.22,65.88,2.160559869802012,-1.8757052063266733,2.101157434908016
mp-570845,Zn(GaNi)3,0.143056405,7.951690431,0.0,63.0,132.0,0.16,0.29,162.54,-0.8886267844916653,-0.2552406089520068,-0.019903396898213493
mp-571428,MgNi3B2,0.138587612,6.130455257,0.0,86.0,192.0,0.82,0.3,223.6,-1.0742419540576578,1.3393824414622075,1.2985198194952035
mp-5723,ZrAlNi,0.11691629199999999,6.078613497999999,0.0,71.0,138.0,0.69,0.28,181.76,-0.3743902887570453,-0.3113677340251594,-0.06915277196891668
mp-754185,Y2MgNi2,0.15263549199999998,5.230369969,0.0,28.0,70.0,0.68,0.33,74.48,-0.816396971807956,1.5829710021348704,0.9623217657682379
mp-8048,NdNi4B,0.20456552100000008,8.385801997,0.0,69.0,148.0,0.08,0.3,179.4,-1.133658168660185,0.18804133548873161,0.30389545899911974
mp-862750,SrNiSn2,0.15985897300000002,6.31837787,0.0,27.0,56.0,0.36,0.3,70.2,0.2070424422380639,0.46439263482954257,-0.21903792333812158
mp-862849,Ac2NiIr,0.20135618600000002,11.59281357,0.0,20.0,87.0,1.91,0.39,55.6,-1.0021231815645035,-0.8547485996620573,-0.485121571345641
mp-863713,Pm2NiIr,0.175843129,10.50840048,0.0,31.0,115.0,0.06,0.38,85.56,-0.20071643286020197,-0.3540105403680322,0.013424635032949618
mp-863717,Pm2NiRu,0.169527746,8.814162794,0.0,27.0,29.0,0.0,0.15,62.1,-0.19150352057905148,-0.35484225818090975,0.008361063080115451
mp-865235,Ti6Al16Ni7,0.116830898,4.564324365,0.0,91.0,130.0,0.09,0.22,222.04,-1.745988247098517,-0.47877442999874525,-0.46868142425386555
mp-10898,ScAlNi2,0.136957832,5.675438464,0.0,56.0,133.0,0.3,0.31,146.72,-0.6133981406708592,-0.20328984229650085,0.17691571095837255
mp-11808,ScNi4Sn,0.147230112,8.058379306,0.0,55.0,152.0,0.51,0.34,147.4,-0.8523447995670356,-0.24088088388642456,0.14804080442622433
mp-12006,CeCdNi4,0.197987004,9.159491734,0.0,54.0,142.0,0.37,0.33,143.64,-1.1723973910671734,0.15248816586925018,0.6475897305946898
mp-12521,SrNi3Ge2,0.182869983,6.694657122000001,0.0,32.0,89.0,1.22,0.34,85.76,-0.7098440413272017,0.5439709052172422,0.31632575649749095
mp-12781,ScAl2Ni,0.11215092300000001,4.089561146,0.0,64.0,107.0,0.55,0.25,160.0,-0.5139256924271154,-0.22797354236043182,0.09101316749911989
mp-13095,YAlNi,0.14053811300000002,5.292877299,0.0,26.0,92.0,7.57,0.37,71.24,-0.4060504844866759,0.04890054200304953,0.005574605866634988
mp-13513,SrNiGe2,0.187280285,5.98316116,0.0,37.0,70.0,0.22,0.28,94.72,-0.3576813388196842,0.5171765860274189,0.13647601059570316
mp-15778,MgNiSb,0.12003015199999999,6.040044772999999,0.0,42.0,86.0,0.0,0.29,108.36,-0.6580925797255069,1.0466199889188434,0.8957213269357328
mp-20896,TmInNi4,0.18392747199999998,10.04338863,0.0,58.0,149.0,0.24,0.33,154.28,-1.3977359000551843,-0.424281397001439,0.06169609078164282
mp-21251,UGa5Ni,0.12169300000000001,8.710602968,0.0,58.0,91.0,0.0,0.24,143.84,-0.980367451425478,-0.2636214050112478,0.25171870430606896
mp-21301,ScInNi2,0.157985489,7.436590474,0.0,49.0,118.0,1.05,0.32,129.36,-0.5672520519784122,-0.2400473934193569,-0.12656701323760805
mp-22159,UNiAs2,0.114453811,10.36831096,0.0,53.0,112.0,0.18,0.3,137.8,-0.4746544726681104,-0.3165167889312352,0.38034913984797997
mp-22950,CsNiCl3,0.235137321,3.579747091,0.0,7.0,15.0,2.07,0.29,18.06,2.148451196172381,-1.728322987367247,1.8355407393939411
mp-30774,MgNi2Sn,0.144373902,7.3843006939999976,0.0,45.0,114.0,2.62,0.33,119.7,-0.6411059812297586,1.061045690714434,0.8315160104409065
mp-31136,Lu2NiSn6,0.113924234,8.66524009,0.696462037,39.0,65.0,0.14,0.25,97.5,-0.41880297715340054,-0.8028884918390737,-0.8717693588756483
mp-3329,Tb(NiGe)2,0.137388572,8.602990276,0.0,47.0,121.0,0.26,0.33,125.02,-1.3099652556163357,0.052357442097493344,0.2139557068930024
mp-3830,NiAsS,0.124597128,5.955129153,0.0,59.0,109.0,0.14,0.27,149.86,-0.16714872405075618,-0.2953134391858849,-0.337500449185427
mp-4071,Er2(NiB2)3,0.139820064,8.361676527,0.0,138.0,176.0,0.07,0.19,328.44,-2.418159069964958,0.4232554196987019,0.6935950640484965
mp-4510,DyNiSb,0.15873914,8.90416529,0.0,56.0,62.0,0.17,0.15,128.8,-0.8171277201831944,-0.2179758492029916,0.08290202985831815
mp-510409,TiSiNi,0.125407477,5.670689315,0.0,104.0,177.0,0.19,0.25,260.0,-0.49066279843864136,-0.23321874126508846,-0.08521975756577953
